,Id,Weekly_Sales
24331,10_12_2012-12-28,0.0
24332,10_12_2013-01-04,0.0
24333,10_12_2013-01-11,0.0
24334,10_12_2013-01-18,0.0
24335,10_12_2013-01-25,0.0
24336,10_12_2013-02-01,0.0
24337,10_12_2013-02-08,0.0
24338,10_12_2013-02-15,0.0
24339,10_12_2013-02-22,0.0
24340,10_12_2013-03-01,0.0
24341,10_12_2013-03-08,0.0
24342,10_12_2013-03-15,0.0
24343,10_12_2013-03-22,0.0
24344,10_12_2013-03-29,0.0
24345,10_12_2013-04-05,0.0
24346,10_12_2013-04-12,0.0
24347,10_12_2013-04-19,0.0
24348,10_12_2013-04-26,0.0
24349,10_12_2013-05-03,0.0
24350,10_12_2013-05-10,0.0
24351,10_12_2013-05-17,0.0
24352,10_12_2013-05-24,0.0
24353,10_12_2013-05-31,0.0
24354,10_12_2013-06-07,0.0
24355,10_12_2013-06-14,0.0
24356,10_12_2013-06-21,0.0
24357,10_12_2013-06-28,0.0
24358,10_12_2013-07-05,0.0
24359,10_12_2013-07-12,0.0
24360,10_12_2013-07-19,0.0
24361,10_12_2013-07-26,0.0
24362,10_13_2012-11-02,0.0
24363,10_13_2012-11-09,0.0
24364,10_13_2012-11-16,0.0
24365,10_13_2012-11-23,0.0
24366,10_13_2012-11-30,0.0
24367,10_13_2012-12-07,0.0
24368,10_13_2012-12-14,0.0
24369,10_13_2012-12-21,0.0
24370,10_13_2012-12-28,0.0
24371,10_13_2013-01-04,0.0
24372,10_13_2013-01-11,0.0
24373,10_13_2013-01-18,0.0
24374,10_13_2013-01-25,0.0
24375,10_13_2013-02-01,0.0
24376,10_13_2013-02-08,0.0
24377,10_13_2013-02-15,0.0
24378,10_13_2013-02-22,0.0
24379,10_13_2013-03-01,0.0
24380,10_13_2013-03-08,0.0
24381,10_13_2013-03-15,0.0
24382,10_13_2013-03-22,0.0
24383,10_13_2013-03-29,0.0
24384,10_13_2013-04-05,0.0
24385,10_13_2013-04-12,0.0
24386,10_13_2013-04-19,0.0
24387,10_13_2013-04-26,0.0
24388,10_13_2013-05-03,0.0
24389,10_13_2013-05-10,0.0
24390,10_13_2013-05-17,0.0
24391,10_13_2013-05-24,0.0
24392,10_13_2013-05-31,0.0
24393,10_13_2013-06-07,0.0
24394,10_13_2013-06-14,0.0
24395,10_13_2013-06-21,0.0
24396,10_13_2013-06-28,0.0
24397,10_13_2013-07-05,0.0
24398,10_13_2013-07-12,0.0
24399,10_13_2013-07-19,0.0
24400,10_13_2013-07-26,0.0
24401,10_14_2012-11-02,0.0
24402,10_14_2012-11-09,0.0
24403,10_14_2012-11-16,0.0
24404,10_14_2012-11-23,0.0
24405,10_14_2012-11-30,0.0
24406,10_14_2012-12-07,0.0
24407,10_14_2012-12-14,0.0
24408,10_14_2012-12-21,0.0
24409,10_14_2012-12-28,0.0
24410,10_14_2013-01-04,0.0
24411,10_14_2013-01-11,0.0
24412,10_14_2013-01-18,0.0
24413,10_14_2013-01-25,0.0
24414,10_14_2013-02-01,0.0
24415,10_14_2013-02-08,0.0
24416,10_14_2013-02-15,0.0
24417,10_14_2013-02-22,0.0
24418,10_14_2013-03-01,0.0
24419,10_14_2013-03-08,0.0
24420,10_14_2013-03-15,0.0
24421,10_14_2013-03-22,0.0
24422,10_14_2013-03-29,0.0
24423,10_14_2013-04-05,0.0
24424,10_14_2013-04-12,0.0
24425,10_14_2013-04-19,0.0
24426,10_14_2013-04-26,0.0
24427,10_14_2013-05-03,0.0
24428,10_14_2013-05-10,0.0
24429,10_14_2013-05-17,0.0
24430,10_14_2013-05-24,0.0
24431,10_14_2013-05-31,0.0
24432,10_14_2013-06-07,0.0
24433,10_14_2013-06-14,0.0
24434,10_14_2013-06-21,0.0
24435,10_14_2013-06-28,0.0
24436,10_14_2013-07-05,0.0
24437,10_14_2013-07-12,0.0
24438,10_14_2013-07-19,0.0
24439,10_14_2013-07-26,0.0
24440,10_16_2012-11-02,0.0
24441,10_16_2012-11-09,0.0
24442,10_16_2012-11-16,0.0
24443,10_16_2012-11-23,0.0
24444,10_16_2012-11-30,0.0
24445,10_16_2012-12-07,0.0
24446,10_16_2012-12-14,0.0
24447,10_16_2012-12-21,0.0
24448,10_16_2012-12-28,0.0
24449,10_16_2013-01-04,0.0
24450,10_16_2013-01-11,0.0
24451,10_16_2013-01-18,0.0
24452,10_16_2013-01-25,0.0
24453,10_16_2013-02-01,0.0
24454,10_16_2013-02-08,0.0
24455,10_16_2013-02-15,0.0
24456,10_16_2013-02-22,0.0
24457,10_16_2013-03-01,0.0
24458,10_16_2013-03-08,0.0
24459,10_16_2013-03-15,0.0
24460,10_16_2013-03-22,0.0
24461,10_16_2013-03-29,0.0
24462,10_16_2013-04-05,0.0
24463,10_16_2013-04-12,0.0
24464,10_16_2013-04-19,0.0
24465,10_16_2013-04-26,0.0
24466,10_16_2013-05-03,0.0
24467,10_16_2013-05-10,0.0
24468,10_16_2013-05-17,0.0
24469,10_16_2013-05-24,0.0
24470,10_16_2013-05-31,0.0
24471,10_16_2013-06-07,0.0
24472,10_16_2013-06-14,0.0
24473,10_16_2013-06-21,0.0
24474,10_16_2013-06-28,0.0
24475,10_16_2013-07-05,0.0
24476,10_16_2013-07-12,0.0
24477,10_16_2013-07-19,0.0
24478,10_16_2013-07-26,0.0
24479,10_17_2012-11-02,0.0
24480,10_17_2012-11-09,0.0
24481,10_17_2012-11-16,0.0
24482,10_17_2012-11-23,0.0
24483,10_17_2012-11-30,0.0
24484,10_17_2012-12-07,0.0
24485,10_17_2012-12-14,0.0
24486,10_17_2012-12-21,0.0
24487,10_17_2012-12-28,0.0
24488,10_17_2013-01-04,0.0
24489,10_17_2013-01-11,0.0
24490,10_17_2013-01-18,0.0
24491,10_17_2013-01-25,0.0
24492,10_17_2013-02-01,0.0
24493,10_17_2013-02-08,0.0
24494,10_17_2013-02-15,0.0
24495,10_17_2013-02-22,0.0
24496,10_17_2013-03-01,0.0
24497,10_17_2013-03-08,0.0
24498,10_17_2013-03-15,0.0
24499,10_17_2013-03-22,0.0
24500,10_17_2013-03-29,0.0
24501,10_17_2013-04-05,0.0
24502,10_17_2013-04-12,0.0
24503,10_17_2013-04-19,0.0
24504,10_17_2013-04-26,0.0
24505,10_17_2013-05-03,0.0
24506,10_17_2013-05-10,0.0
24507,10_17_2013-05-17,0.0
24508,10_17_2013-05-24,0.0
24509,10_17_2013-05-31,0.0
24510,10_17_2013-06-07,0.0
24511,10_17_2013-06-14,0.0
24512,10_17_2013-06-21,0.0
24513,10_17_2013-06-28,0.0
24514,10_17_2013-07-05,0.0
24515,10_17_2013-07-12,0.0
24516,10_17_2013-07-19,0.0
24517,10_17_2013-07-26,0.0
24518,10_18_2012-11-02,0.0
24519,10_18_2012-11-09,0.0
24520,10_18_2012-11-16,0.0
24521,10_18_2012-11-23,0.0
24522,10_18_2012-11-30,0.0
24523,10_18_2012-12-07,0.0
24524,10_18_2012-12-14,0.0
24525,10_18_2012-12-21,0.0
24526,10_18_2012-12-28,0.0
24527,10_18_2013-01-04,0.0
24528,10_18_2013-01-11,0.0
24529,10_18_2013-01-18,0.0
24530,10_18_2013-01-25,0.0
24531,10_18_2013-02-01,0.0
24532,10_18_2013-02-08,0.0
24533,10_18_2013-02-15,0.0
24534,10_18_2013-02-22,0.0
24535,10_18_2013-03-01,0.0
24536,10_18_2013-03-08,0.0
24537,10_18_2013-03-15,0.0
24538,10_18_2013-03-22,0.0
24539,10_18_2013-03-29,0.0
24540,10_18_2013-04-05,0.0
24541,10_18_2013-04-12,0.0
24542,10_18_2013-04-19,0.0
24543,10_18_2013-05-03,0.0
24544,10_18_2013-05-17,0.0
24545,10_18_2013-05-31,0.0
24546,10_18_2013-07-05,0.0
24547,10_19_2012-11-02,0.0
24548,10_19_2012-11-09,0.0
24549,10_19_2012-11-16,0.0
24550,10_19_2012-11-23,0.0
24551,10_19_2012-11-30,0.0
24552,10_19_2012-12-07,0.0
24553,10_19_2012-12-14,0.0
24554,10_19_2012-12-21,0.0
24555,10_19_2012-12-28,0.0
24556,10_19_2013-01-04,0.0
24557,10_19_2013-01-11,0.0
24558,10_19_2013-01-18,0.0
24559,10_19_2013-01-25,0.0
24560,10_19_2013-02-01,0.0
24561,10_19_2013-02-08,0.0
24562,10_19_2013-02-15,0.0
24563,10_19_2013-02-22,0.0
24564,10_19_2013-03-01,0.0
24565,10_19_2013-03-08,0.0
24566,10_19_2013-03-15,0.0
24567,10_19_2013-03-22,0.0
24568,10_19_2013-03-29,0.0
24569,10_19_2013-04-05,0.0
24570,10_19_2013-04-12,0.0
24571,10_19_2013-04-19,0.0
24572,10_19_2013-04-26,0.0
24573,10_19_2013-05-03,0.0
24574,10_19_2013-05-10,0.0
24575,10_19_2013-05-17,0.0
24576,10_19_2013-05-24,0.0
24577,10_19_2013-05-31,0.0
24578,10_19_2013-06-07,0.0
24579,10_19_2013-06-14,0.0
24580,10_19_2013-06-21,0.0
24581,10_19_2013-06-28,0.0
24582,10_19_2013-07-05,0.0
24583,10_19_2013-07-12,0.0
24584,10_19_2013-07-19,0.0
24585,10_19_2013-07-26,0.0
24586,10_20_2012-11-02,0.0
24587,10_20_2012-11-09,0.0
24588,10_20_2012-11-16,0.0
24589,10_20_2012-11-23,0.0
24590,10_20_2012-11-30,0.0
24591,10_20_2012-12-07,0.0
24592,10_20_2012-12-14,0.0
24593,10_20_2012-12-21,0.0
24594,10_20_2012-12-28,0.0
24595,10_20_2013-01-04,0.0
24596,10_20_2013-01-11,0.0
24597,10_20_2013-01-18,0.0
24598,10_20_2013-01-25,0.0
24599,10_20_2013-02-01,0.0
24600,10_20_2013-02-08,0.0
24601,10_20_2013-02-15,0.0
24602,10_20_2013-02-22,0.0
24603,10_20_2013-03-01,0.0
24604,10_20_2013-03-08,0.0
24605,10_20_2013-03-15,0.0
24606,10_20_2013-03-22,0.0
24607,10_20_2013-03-29,0.0
24608,10_20_2013-04-05,0.0
24609,10_20_2013-04-12,0.0
24610,10_20_2013-04-19,0.0
24611,10_20_2013-04-26,0.0
24612,10_20_2013-05-03,0.0
24613,10_20_2013-05-10,0.0
24614,10_20_2013-05-17,0.0
24615,10_20_2013-05-24,0.0
24616,10_20_2013-05-31,0.0
24617,10_20_2013-06-07,0.0
24618,10_20_2013-06-14,0.0
24619,10_20_2013-06-21,0.0
24620,10_20_2013-06-28,0.0
24621,10_20_2013-07-05,0.0
24622,10_20_2013-07-12,0.0
24623,10_20_2013-07-19,0.0
24624,10_20_2013-07-26,0.0
24625,10_21_2012-11-02,0.0
24626,10_21_2012-11-09,0.0
24627,10_21_2012-11-16,0.0
24628,10_21_2012-11-23,0.0
24629,10_21_2012-11-30,0.0
24630,10_21_2012-12-07,0.0
24631,10_21_2012-12-14,0.0
24632,10_21_2012-12-21,0.0
24633,10_21_2012-12-28,0.0
24634,10_21_2013-01-04,0.0
24635,10_21_2013-01-11,0.0
24636,10_21_2013-01-18,0.0
24637,10_21_2013-01-25,0.0
24638,10_21_2013-02-01,0.0
24639,10_21_2013-02-08,0.0
24640,10_21_2013-02-15,0.0
24641,10_21_2013-02-22,0.0
24642,10_21_2013-03-01,0.0
24643,10_21_2013-03-08,0.0
24644,10_21_2013-03-15,0.0
24645,10_21_2013-03-22,0.0
24646,10_21_2013-03-29,0.0
24647,10_21_2013-04-05,0.0
24648,10_21_2013-04-12,0.0
24649,10_21_2013-04-19,0.0
24650,10_21_2013-04-26,0.0
24651,10_21_2013-05-03,0.0
24652,10_21_2013-05-10,0.0
24653,10_21_2013-05-17,0.0
24654,10_21_2013-05-24,0.0
24655,10_21_2013-05-31,0.0
24656,10_21_2013-06-07,0.0
24657,10_21_2013-06-14,0.0
24658,10_21_2013-06-21,0.0
24659,10_21_2013-06-28,0.0
24660,10_21_2013-07-05,0.0
24661,10_21_2013-07-12,0.0
24662,10_21_2013-07-19,0.0
24663,10_21_2013-07-26,0.0
24664,10_22_2012-11-02,0.0
24665,10_22_2012-11-09,0.0
24666,10_22_2012-11-16,0.0
24667,10_22_2012-11-23,0.0
24668,10_22_2012-11-30,0.0
24669,10_22_2012-12-07,0.0
24670,10_22_2012-12-14,0.0
24671,10_22_2012-12-21,0.0
24672,10_22_2012-12-28,0.0
24673,10_22_2013-01-04,0.0
24674,10_22_2013-01-11,0.0
24675,10_22_2013-01-18,0.0
24676,10_22_2013-01-25,0.0
24677,10_22_2013-02-01,0.0
24678,10_22_2013-02-08,0.0
24679,10_22_2013-02-15,0.0
24680,10_22_2013-02-22,0.0
24681,10_22_2013-03-01,0.0
24682,10_22_2013-03-08,0.0
24683,10_22_2013-03-15,0.0
24684,10_22_2013-03-22,0.0
24685,10_22_2013-03-29,0.0
24686,10_22_2013-04-05,0.0
24687,10_22_2013-04-12,0.0
24688,10_22_2013-04-19,0.0
24689,10_22_2013-04-26,0.0
24690,10_22_2013-05-03,0.0
24691,10_22_2013-05-10,0.0
24692,10_22_2013-05-17,0.0
24693,10_22_2013-05-24,0.0
24694,10_22_2013-05-31,0.0
24695,10_22_2013-06-07,0.0
24696,10_22_2013-06-14,0.0
24697,10_22_2013-06-21,0.0
24698,10_22_2013-06-28,0.0
24699,10_22_2013-07-05,0.0
24700,10_22_2013-07-12,0.0
24701,10_22_2013-07-19,0.0
24702,10_22_2013-07-26,0.0
24703,10_23_2012-11-02,0.0
24704,10_23_2012-11-09,0.0
24705,10_23_2012-11-16,0.0
24706,10_23_2012-11-23,0.0
24707,10_23_2012-11-30,0.0
24708,10_23_2012-12-07,0.0
24709,10_23_2012-12-14,0.0
24710,10_23_2012-12-21,0.0
24711,10_23_2012-12-28,0.0
24712,10_23_2013-01-04,0.0
24713,10_23_2013-01-11,0.0
24714,10_23_2013-01-18,0.0
24715,10_23_2013-01-25,0.0
24716,10_23_2013-02-01,0.0
24717,10_23_2013-02-08,0.0
24718,10_23_2013-02-15,0.0
24719,10_23_2013-02-22,0.0
24720,10_23_2013-03-01,0.0
24721,10_23_2013-03-08,0.0
24722,10_23_2013-03-15,0.0
24723,10_23_2013-03-22,0.0
24724,10_23_2013-03-29,0.0
24725,10_23_2013-04-05,0.0
24726,10_23_2013-04-12,0.0
24727,10_23_2013-04-19,0.0
24728,10_23_2013-04-26,0.0
24729,10_23_2013-05-03,0.0
24730,10_23_2013-05-10,0.0
24731,10_23_2013-05-17,0.0
24732,10_23_2013-05-24,0.0
24733,10_23_2013-05-31,0.0
24734,10_23_2013-06-07,0.0
24735,10_23_2013-06-14,0.0
24736,10_23_2013-06-21,0.0
24737,10_23_2013-06-28,0.0
24738,10_23_2013-07-05,0.0
24739,10_23_2013-07-12,0.0
24740,10_23_2013-07-19,0.0
24741,10_23_2013-07-26,0.0
24742,10_24_2012-11-02,0.0
24743,10_24_2012-11-09,0.0
24744,10_24_2012-11-16,0.0
24745,10_24_2012-11-23,0.0
24746,10_24_2012-11-30,0.0
24747,10_24_2012-12-07,0.0
24748,10_24_2012-12-14,0.0
24749,10_24_2012-12-21,0.0
24750,10_24_2012-12-28,0.0
24751,10_24_2013-01-04,0.0
24752,10_24_2013-01-11,0.0
24753,10_24_2013-01-18,0.0
24754,10_24_2013-01-25,0.0
24755,10_24_2013-02-01,0.0
24756,10_24_2013-02-08,0.0
24757,10_24_2013-02-15,0.0
24758,10_24_2013-02-22,0.0
24759,10_24_2013-03-01,0.0
24760,10_24_2013-03-08,0.0
24761,10_24_2013-03-15,0.0
24762,10_24_2013-03-22,0.0
24763,10_24_2013-03-29,0.0
24764,10_24_2013-04-05,0.0
24765,10_24_2013-04-12,0.0
24766,10_24_2013-04-19,0.0
24767,10_24_2013-04-26,0.0
24768,10_24_2013-05-03,0.0
24769,10_24_2013-05-10,0.0
24770,10_24_2013-05-17,0.0
24771,10_24_2013-05-24,0.0
24772,10_24_2013-05-31,0.0
24773,10_24_2013-06-07,0.0
24774,10_24_2013-06-14,0.0
24775,10_24_2013-06-21,0.0
24776,10_24_2013-06-28,0.0
24777,10_24_2013-07-05,0.0
24778,10_24_2013-07-12,0.0
24779,10_24_2013-07-19,0.0
24780,10_24_2013-07-26,0.0
24781,10_25_2012-11-02,0.0
24782,10_25_2012-11-09,0.0
24783,10_25_2012-11-16,0.0
24784,10_25_2012-11-23,0.0
24785,10_25_2012-11-30,0.0
24786,10_25_2012-12-07,0.0
24787,10_25_2012-12-14,0.0
24788,10_25_2012-12-21,0.0
24789,10_25_2012-12-28,0.0
24790,10_25_2013-01-04,0.0
24791,10_25_2013-01-11,0.0
24792,10_25_2013-01-18,0.0
24793,10_25_2013-01-25,0.0
24794,10_25_2013-02-01,0.0
24795,10_25_2013-02-08,0.0
24796,10_25_2013-02-15,0.0
24797,10_25_2013-02-22,0.0
24798,10_25_2013-03-01,0.0
24799,10_25_2013-03-08,0.0
24800,10_25_2013-03-15,0.0
24801,10_25_2013-03-22,0.0
24802,10_25_2013-03-29,0.0
24803,10_25_2013-04-05,0.0
24804,10_25_2013-04-12,0.0
24805,10_25_2013-04-19,0.0
24806,10_25_2013-04-26,0.0
24807,10_25_2013-05-03,0.0
24808,10_25_2013-05-10,0.0
24809,10_25_2013-05-17,0.0
24810,10_25_2013-05-24,0.0
24811,10_25_2013-05-31,0.0
24812,10_25_2013-06-07,0.0
24813,10_25_2013-06-14,0.0
24814,10_25_2013-06-21,0.0
24815,10_25_2013-06-28,0.0
24816,10_25_2013-07-05,0.0
24817,10_25_2013-07-12,0.0
24818,10_25_2013-07-19,0.0
24819,10_25_2013-07-26,0.0
24820,10_26_2012-11-02,0.0
24821,10_26_2012-11-09,0.0
24822,10_26_2012-11-16,0.0
24823,10_26_2012-11-23,0.0
24824,10_26_2012-11-30,0.0
24825,10_26_2012-12-07,0.0
24826,10_26_2012-12-14,0.0
24827,10_26_2012-12-21,0.0
24828,10_26_2012-12-28,0.0
24829,10_26_2013-01-04,0.0
24830,10_26_2013-01-11,0.0
24831,10_26_2013-01-18,0.0
24832,10_26_2013-01-25,0.0
24833,10_26_2013-02-01,0.0
24834,10_26_2013-02-08,0.0
24835,10_26_2013-02-15,0.0
24836,10_26_2013-02-22,0.0
24837,10_26_2013-03-01,0.0
24838,10_26_2013-03-08,0.0
24839,10_26_2013-03-15,0.0
24840,10_26_2013-03-22,0.0
24841,10_26_2013-03-29,0.0
24842,10_26_2013-04-05,0.0
24843,10_26_2013-04-12,0.0
24844,10_26_2013-04-19,0.0
24845,10_26_2013-04-26,0.0
24846,10_26_2013-05-03,0.0
24847,10_26_2013-05-10,0.0
24848,10_26_2013-05-17,0.0
24849,10_26_2013-05-24,0.0
24850,10_26_2013-05-31,0.0
24851,10_26_2013-06-07,0.0
24852,10_26_2013-06-14,0.0
24853,10_26_2013-06-21,0.0
24854,10_26_2013-06-28,0.0
24855,10_26_2013-07-05,0.0
24856,10_26_2013-07-12,0.0
24857,10_26_2013-07-19,0.0
24858,10_26_2013-07-26,0.0
24859,10_27_2012-11-02,0.0
24860,10_27_2012-11-09,0.0
24861,10_27_2012-11-16,0.0
24862,10_27_2012-11-23,0.0
24863,10_27_2012-11-30,0.0
24864,10_27_2012-12-07,0.0
24865,10_27_2012-12-14,0.0
24866,10_27_2012-12-21,0.0
24867,10_27_2012-12-28,0.0
24868,10_27_2013-01-04,0.0
24869,10_27_2013-01-11,0.0
24870,10_27_2013-01-18,0.0
24871,10_27_2013-01-25,0.0
24872,10_27_2013-02-01,0.0
24873,10_27_2013-02-08,0.0
24874,10_27_2013-02-15,0.0
24875,10_27_2013-02-22,0.0
24876,10_27_2013-03-01,0.0
24877,10_27_2013-03-08,0.0
24878,10_27_2013-03-15,0.0
24879,10_27_2013-03-22,0.0
24880,10_27_2013-03-29,0.0
24881,10_27_2013-04-05,0.0
24882,10_27_2013-04-12,0.0
24883,10_27_2013-04-19,0.0
24884,10_27_2013-04-26,0.0
24885,10_27_2013-05-03,0.0
24886,10_27_2013-05-10,0.0
24887,10_27_2013-05-17,0.0
24888,10_27_2013-05-24,0.0
24889,10_27_2013-05-31,0.0
24890,10_27_2013-06-07,0.0
24891,10_27_2013-06-14,0.0
24892,10_27_2013-06-21,0.0
24893,10_27_2013-06-28,0.0
24894,10_27_2013-07-05,0.0
24895,10_27_2013-07-12,0.0
24896,10_27_2013-07-19,0.0
24897,10_27_2013-07-26,0.0
24898,10_28_2012-11-02,0.0
24899,10_28_2012-11-09,0.0
24900,10_28_2012-11-16,0.0
24901,10_28_2012-11-23,0.0
24902,10_28_2012-11-30,0.0
24903,10_28_2012-12-07,0.0
24904,10_28_2012-12-14,0.0
24905,10_28_2012-12-21,0.0
24906,10_28_2012-12-28,0.0
24907,10_28_2013-01-04,0.0
24908,10_28_2013-01-11,0.0
24909,10_28_2013-01-18,0.0
24910,10_28_2013-01-25,0.0
24911,10_28_2013-02-01,0.0
24912,10_28_2013-02-08,0.0
24913,10_28_2013-02-15,0.0
24914,10_28_2013-02-22,0.0
24915,10_28_2013-03-01,0.0
24916,10_28_2013-03-08,0.0
24917,10_28_2013-03-15,0.0
24918,10_28_2013-03-22,0.0
24919,10_28_2013-03-29,0.0
24920,10_28_2013-04-05,0.0
24921,10_28_2013-04-12,0.0
24922,10_28_2013-04-19,0.0
24923,10_28_2013-04-26,0.0
24924,10_28_2013-05-03,0.0
24925,10_28_2013-05-10,0.0
24926,10_28_2013-05-17,0.0
24927,10_28_2013-05-24,0.0
24928,10_28_2013-05-31,0.0
24929,10_28_2013-06-07,0.0
24930,10_28_2013-06-14,0.0
24931,10_28_2013-06-21,0.0
24932,10_28_2013-06-28,0.0
24933,10_28_2013-07-05,0.0
24934,10_28_2013-07-12,0.0
24935,10_28_2013-07-19,0.0
24936,10_28_2013-07-26,0.0
24937,10_29_2012-11-02,0.0
24938,10_29_2012-11-09,0.0
24939,10_29_2012-11-16,0.0
24940,10_29_2012-11-23,0.0
24941,10_29_2012-11-30,0.0
24942,10_29_2012-12-07,0.0
24943,10_29_2012-12-14,0.0
24944,10_29_2012-12-21,0.0
24945,10_29_2012-12-28,0.0
24946,10_29_2013-01-04,0.0
24947,10_29_2013-01-11,0.0
24948,10_29_2013-01-18,0.0
24949,10_29_2013-01-25,0.0
24950,10_29_2013-02-01,0.0
24951,10_29_2013-02-08,0.0
24952,10_29_2013-02-15,0.0
24953,10_29_2013-02-22,0.0
24954,10_29_2013-03-01,0.0
24955,10_29_2013-03-08,0.0
24956,10_29_2013-03-15,0.0
24957,10_29_2013-03-22,0.0
24958,10_29_2013-03-29,0.0
24959,10_29_2013-04-05,0.0
24960,10_29_2013-04-12,0.0
24961,10_29_2013-04-19,0.0
24962,10_29_2013-04-26,0.0
24963,10_29_2013-05-03,0.0
24964,10_29_2013-05-10,0.0
24965,10_29_2013-05-17,0.0
24966,10_29_2013-05-24,0.0
24967,10_29_2013-05-31,0.0
24968,10_29_2013-06-07,0.0
24969,10_29_2013-06-14,0.0
24970,10_29_2013-06-21,0.0
24971,10_29_2013-06-28,0.0
24972,10_29_2013-07-05,0.0
24973,10_29_2013-07-12,0.0
24974,10_29_2013-07-19,0.0
24975,10_29_2013-07-26,0.0
24976,10_30_2012-11-02,0.0
24977,10_30_2012-11-09,0.0
24978,10_30_2012-11-16,0.0
24979,10_30_2012-11-23,0.0
24980,10_30_2012-11-30,0.0
24981,10_30_2012-12-07,0.0
24982,10_30_2012-12-14,0.0
24983,10_30_2012-12-21,0.0
24984,10_30_2012-12-28,0.0
24985,10_30_2013-01-04,0.0
24986,10_30_2013-01-11,0.0
24987,10_30_2013-01-18,0.0
24988,10_30_2013-01-25,0.0
24989,10_30_2013-02-01,0.0
24990,10_30_2013-02-08,0.0
24991,10_30_2013-02-15,0.0
24992,10_30_2013-02-22,0.0
24993,10_30_2013-03-01,0.0
24994,10_30_2013-03-08,0.0
24995,10_30_2013-03-15,0.0
24996,10_30_2013-03-22,0.0
24997,10_30_2013-03-29,0.0
24998,10_30_2013-04-05,0.0
24999,10_30_2013-04-12,0.0
25000,10_30_2013-04-19,0.0
25001,10_30_2013-04-26,0.0
25002,10_30_2013-05-03,0.0
25003,10_30_2013-05-10,0.0
25004,10_30_2013-05-17,0.0
25005,10_30_2013-05-24,0.0
25006,10_30_2013-05-31,0.0
25007,10_30_2013-06-07,0.0
25008,10_30_2013-06-14,0.0
25009,10_30_2013-06-21,0.0
25010,10_30_2013-06-28,0.0
25011,10_30_2013-07-05,0.0
25012,10_30_2013-07-12,0.0
25013,10_30_2013-07-19,0.0
25014,10_30_2013-07-26,0.0
25015,10_31_2012-11-02,0.0
25016,10_31_2012-11-09,0.0
25017,10_31_2012-11-16,0.0
25018,10_31_2012-11-23,0.0
25019,10_31_2012-11-30,0.0
25020,10_31_2012-12-07,0.0
25021,10_31_2012-12-14,0.0
25022,10_31_2012-12-21,0.0
25023,10_31_2012-12-28,0.0
25024,10_31_2013-01-04,0.0
25025,10_31_2013-01-11,0.0
25026,10_31_2013-01-18,0.0
25027,10_31_2013-01-25,0.0
25028,10_31_2013-02-01,0.0
25029,10_31_2013-02-08,0.0
25030,10_31_2013-02-15,0.0
25031,10_31_2013-02-22,0.0
25032,10_31_2013-03-01,0.0
25033,10_31_2013-03-08,0.0
25034,10_31_2013-03-15,0.0
25035,10_31_2013-03-22,0.0
25036,10_31_2013-03-29,0.0
25037,10_31_2013-04-05,0.0
25038,10_31_2013-04-12,0.0
25039,10_31_2013-04-19,0.0
25040,10_31_2013-04-26,0.0
25041,10_31_2013-05-03,0.0
25042,10_31_2013-05-10,0.0
25043,10_31_2013-05-17,0.0
25044,10_31_2013-05-24,0.0
25045,10_31_2013-05-31,0.0
25046,10_31_2013-06-07,0.0
25047,10_31_2013-06-14,0.0
25048,10_31_2013-06-21,0.0
25049,10_31_2013-06-28,0.0
25050,10_31_2013-07-05,0.0
25051,10_31_2013-07-12,0.0
25052,10_31_2013-07-19,0.0
25053,10_31_2013-07-26,0.0
25054,10_32_2012-11-02,0.0
25055,10_32_2012-11-09,0.0
25056,10_32_2012-11-16,0.0
25057,10_32_2012-11-23,0.0
25058,10_32_2012-11-30,0.0
25059,10_32_2012-12-07,0.0
25060,10_32_2012-12-14,0.0
25061,10_32_2012-12-21,0.0
25062,10_32_2012-12-28,0.0
25063,10_32_2013-01-04,0.0
25064,10_32_2013-01-11,0.0
25065,10_32_2013-01-18,0.0
25066,10_32_2013-01-25,0.0
25067,10_32_2013-02-01,0.0
25068,10_32_2013-02-08,0.0
25069,10_32_2013-02-15,0.0
25070,10_32_2013-02-22,0.0
25071,10_32_2013-03-01,0.0
25072,10_32_2013-03-08,0.0
25073,10_32_2013-03-15,0.0
25074,10_32_2013-03-22,0.0
25075,10_32_2013-03-29,0.0
25076,10_32_2013-04-05,0.0
25077,10_32_2013-04-12,0.0
25078,10_32_2013-04-19,0.0
25079,10_32_2013-04-26,0.0
25080,10_32_2013-05-03,0.0
25081,10_32_2013-05-10,0.0
25082,10_32_2013-05-17,0.0
25083,10_32_2013-05-24,0.0
25084,10_32_2013-05-31,0.0
25085,10_32_2013-06-07,0.0
25086,10_32_2013-06-14,0.0
25087,10_32_2013-06-21,0.0
25088,10_32_2013-06-28,0.0
25089,10_32_2013-07-05,0.0
25090,10_32_2013-07-12,0.0
25091,10_32_2013-07-19,0.0
25092,10_32_2013-07-26,0.0
25093,10_33_2012-11-02,0.0
25094,10_33_2012-11-09,0.0
25095,10_33_2012-11-16,0.0
25096,10_33_2012-11-23,0.0
25097,10_33_2012-11-30,0.0
25098,10_33_2012-12-07,0.0
25099,10_33_2012-12-14,0.0
25100,10_33_2012-12-21,0.0
25101,10_33_2012-12-28,0.0
25102,10_33_2013-01-04,0.0
25103,10_33_2013-01-11,0.0
25104,10_33_2013-01-18,0.0
25105,10_33_2013-01-25,0.0
25106,10_33_2013-02-01,0.0
25107,10_33_2013-02-08,0.0
